scenario_id,scan_id,t,pose_x,pose_y,pose_yaw,goal_x,goal_y,theta_deg,r_m,hit_x,hit_y,valid,noise_free_r_m,final_goal_x,final_goal_y
18,0,0.0,0.8,6.1000000000000005,-0.943488134519134,3.7,2.1,125.94210815429688,0.8816018104553223,0.2870703935623169,6.807488918304443,1,0.8738636374473572,7.0,9.600000000000001
18,0,0.0,0.8,6.1000000000000005,-0.943488134519134,3.7,2.1,126.44210815429688,0.0,,,0,0.8794612288475037,7.0,9.600000000000001
18,0,0.0,0.8,6.1000000000000005,-0.943488134519134,3.7,2.1,126.94210815429688,0.0,,,0,0.8851988911628723,7.0,9.600000000000001
18,0,0.0,0.8,6.1000000000000005,-0.943488134519134,3.7,2.1,127.44210815429688,0.0,,,0,0.8910801410675049,7.0,9.600000000000001
18,0,0.0,0.8,6.1000000000000005,-0.943488134519134,3.7,2.1,127.94210815429688,0.9048470854759216,0.24839913845062256,6.807488918304443,1,0.8971089124679565,7.0,9.600000000000001
18,0,0.0,0.8,6.1000000000000005,-0.943488134519134,3.7,2.1,128.44210815429688,0.0,,,0,0.9032890200614929,7.0,9.600000000000001
18,0,0.0,0.8,6.1000000000000005,-0.943488134519134,3.7,2.1,128.94210815429688,0.9173628091812134,0.22826917469501495,6.807488918304443,1,0.9096246361732483,7.0,9.600000000000001
18,0,0.0,0.8,6.1000000000000005,-0.943488134519134,3.7,2.1,129.44210815429688,0.9238582253456116,0.21799050271511078,6.807488918304443,1,0.9161200523376465,7.0,9.600000000000001
18,0,0.0,0.8,6.1000000000000005,-0.943488134519134,3.7,2.1,129.94210815429688,0.0,,,0,0.9227796196937561,7.0,9.600000000000001
18,0,0.0,0.8,6.1000000000000005,-0.943488134519134,3.7,2.1,130.44210815429688,0.9373462200164795,0.19698235392570496,6.807488918304443,1,0.9296080470085144,7.0,9.600000000000001
18,0,0.0,0.8,6.1000000000000005,-0.943488134519134,3.7,2.1,130.94210815429688,0.9443483352661133,0.186242938041687,6.807488918304443,1,0.9366101622581482,7.0,9.600000000000001
18,0,0.0,0.8,6.1000000000000005,-0.943488134519134,3.7,2.1,131.44210815429688,0.9515291452407837,0.17533966898918152,6.807488918304443,1,0.9437909722328186,7.0,9.600000000000001
18,0,0.0,0.8,6.1000000000000005,-0.943488134519134,3.7,2.1,131.94210815429688,0.958893895149231,0.16426706314086914,6.807488918304443,1,0.9511557221412659,7.0,9.600000000000001
18,0,0.0,0.8,6.1000000000000005,-0.943488134519134,3.7,2.1,132.44210815429688,0.9664480686187744,0.15301944315433502,6.807488918304443,1,0.9587098956108093,7.0,9.600000000000001
18,0,0.0,0.8,6.1000000000000005,-0.943488134519134,3.7,2.1,132.94210815429688,0.9741974472999573,0.14159084856510162,6.807488918304443,1,0.9664592742919922,7.0,9.600000000000001
18,0,0.0,0.8,6.1000000000000005,-0.943488134519134,3.7,2.1,133.44210815429688,0.9821478724479675,0.1299750953912735,6.807488918304443,1,0.9744096994400024,7.0,9.600000000000001
18,0,0.0,0.8,6.1000000000000005,-0.943488134519134,3.7,2.1,133.94210815429688,0.9903056621551514,0.1181657463312149,6.807488918304443,1,0.9825674891471863,7.0,9.600000000000001
18,0,0.0,0.8,6.1000000000000005,-0.943488134519134,3.7,2.1,134.44210815429688,0.9986772537231445,0.10615606606006622,6.807488918304443,1,0.9909390807151794,7.0,9.600000000000001
18,0,0.0,0.8,6.1000000000000005,-0.943488134519134,3.7,2.1,134.94210815429688,1.0072695016860962,0.09393903613090515,6.807488918304443,1,0.9995313882827759,7.0,9.600000000000001
18,0,0.0,0.8,6.1000000000000005,-0.943488134519134,3.7,2.1,135.44210815429688,0.0,,,0,1.008351445198059,7.0,9.600000000000001
18,0,0.0,0.8,6.1000000000000005,-0.943488134519134,3.7,2.1,135.94210815429688,1.0251448154449463,0.06885331869125366,6.807488918304443,1,1.017406702041626,7.0,9.600000000000001
18,0,0.0,0.8,6.1000000000000005,-0.943488134519134,3.7,2.1,136.44210815429688,1.0344430208206177,0.05596897378563881,6.807488918304443,1,1.0267049074172974,7.0,9.600000000000001
18,0,0.0,0.8,6.1000000000000005,-0.943488134519134,3.7,2.1,136.94210815429688,0.0,,,0,1.0362544059753418,7.0,9.600000000000001
18,0,0.0,0.8,6.1000000000000005,-0.943488134519134,3.7,2.1,137.44210815429688,0.0,,,0,1.0460635423660278,7.0,9.600000000000001
18,0,0.0,0.8,6.1000000000000005,-0.943488134519134,3.7,2.1,137.94210815429688,1.0638794898986816,0.015848418697714806,6.807488918304443,1,1.0561413764953613,7.0,9.600000000000001
18,0,0.0,0.8,6.1000000000000005,-0.943488134519134,3.7,2.1,138.44210815429688,0.0,,,0,1.0664972066879272,7.0,9.600000000000001
18,0,0.0,0.8,6.1000000000000005,-0.943488134519134,3.7,2.1,138.94210815429688,1.0848792791366577,-0.012214330025017262,6.807488918304443,1,1.0771411657333374,7.0,9.600000000000001
18,0,0.0,0.8,6.1000000000000005,-0.943488134519134,3.7,2.1,139.44210815429688,1.0958213806152344,-0.02667061798274517,6.807488918304443,1,1.088083267211914,7.0,9.600000000000001
18,0,0.0,0.8,6.1000000000000005,-0.943488134519134,3.7,2.1,139.94210815429688,0.0,,,0,1.0993345975875854,7.0,9.600000000000001
18,0,0.0,0.8,6.1000000000000005,-0.943488134519134,3.7,2.1,140.44210815429688,0.0,,,0,1.1109064817428589,7.0,9.600000000000001
18,0,0.0,0.8,6.1000000000000005,-0.943488134519134,3.7,2.1,140.94210815429688,0.0,,,0,1.1228110790252686,7.0,9.600000000000001
18,0,0.0,0.8,6.1000000000000005,-0.943488134519134,3.7,2.1,141.44210815429688,1.1427990198135376,-0.08759353309869766,6.807488918304443,1,1.1350609064102173,7.0,9.600000000000001
18,0,0.0,0.8,6.1000000000000005,-0.943488134519134,3.7,2.1,141.94210815429688,1.155407428741455,-0.10366138815879822,6.807488918304443,1,1.1476693153381348,7.0,9.600000000000001
18,0,0.0,0.8,6.1000000000000005,-0.943488134519134,3.7,2.1,142.44210815429688,1.1683884859085083,-0.12009149044752121,6.807488918304443,1,1.160650372505188,7.0,9.600000000000001
18,0,0.0,0.8,6.1000000000000005,-0.943488134519134,3.7,2.1,142.94210815429688,1.1817569732666016,-0.13689881563186646,6.807488918304443,1,1.1740188598632812,7.0,9.600000000000001
18,0,0.0,0.8,6.1000000000000005,-0.943488134519134,3.7,2.1,143.44210815429688,1.195528507232666,-0.15409915149211884,6.807488918304443,1,1.1877903938293457,7.0,9.600000000000001
