index(589),angle,range,intensity
0,0.06,218.0,0.0
1,0.63,218.0,0.0
2,1.19,218.0,0.0
3,1.72,219.0,0.0
4,2.28,219.0,0.0
5,2.81,220.0,0.0
6,3.38,220.0,0.0
7,3.92,221.0,0.0
8,4.48,221.0,0.0
9,5.02,222.0,0.0
10,5.58,222.0,0.0
11,6.11,223.0,0.0
12,6.66,224.0,0.0
13,7.17,224.0,0.0
14,7.69,225.0,0.0
15,8.23,226.0,0.0
16,8.80,226.0,0.0
17,9.33,227.0,0.0
18,9.84,228.0,0.0
19,10.39,229.0,0.0
20,10.92,230.0,0.0
21,11.48,230.0,0.0
22,12.03,231.0,0.0
23,12.55,232.0,0.0
24,13.09,233.0,0.0
25,13.64,234.0,0.0
26,14.17,235.0,0.0
27,14.73,235.0,0.0
28,15.27,236.0,0.0
29,15.80,237.0,0.0
30,16.34,238.0,0.0
31,16.88,239.0,0.0
32,17.42,240.0,0.0
33,17.95,241.0,0.0
34,18.48,242.0,0.0
35,19.03,243.0,0.0
36,19.55,245.0,0.0
37,20.09,246.0,0.0
38,20.63,247.0,0.0
39,21.16,248.0,0.0
40,21.70,249.0,0.0
41,22.25,250.0,0.0
42,22.77,252.0,0.0
43,23.30,253.0,0.0
44,23.84,254.0,0.0
45,24.38,255.0,0.0
46,24.91,257.0,0.0
47,25.45,258.0,0.0
48,25.95,260.0,0.0
49,26.56,258.0,0.0
50,27.05,262.0,0.0
51,27.58,264.0,0.0
52,28.13,265.0,0.0
53,28.69,266.0,0.0
54,29.19,268.0,0.0
55,29.72,270.0,0.0
56,30.27,271.0,0.0
57,30.78,273.0,0.0
58,31.33,274.0,0.0
59,31.86,276.0,0.0
60,32.34,281.0,0.0
61,32.95,277.0,0.0
62,33.47,280.0,0.0
63,33.97,284.0,0.0
64,34.48,286.0,0.0
65,34.97,291.0,0.0
66,35.58,288.0,0.0
67,36.11,290.0,0.0
68,36.64,291.0,0.0
69,37.11,297.0,0.0
70,37.64,300.0,0.0
71,40.23,314.0,0.0
72,42.75,293.0,0.0
73,43.36,290.0,0.0
74,43.97,287.0,0.0
75,44.56,284.0,0.0
76,45.19,280.0,0.0
77,45.80,277.0,0.0
78,46.41,273.0,0.0
79,47.02,270.0,0.0
80,47.63,267.0,0.0
81,48.23,265.0,0.0
82,48.83,262.0,0.0
83,49.45,259.0,0.0
84,50.05,257.0,0.0
85,50.64,255.0,0.0
86,51.27,253.0,0.0
87,51.88,250.0,0.0
88,52.47,248.0,0.0
89,53.08,246.0,0.0
90,53.67,244.0,0.0
91,54.25,243.0,0.0
92,54.86,241.0,0.0
93,55.44,239.0,0.0
94,56.03,238.0,0.0
95,56.64,236.0,0.0
96,57.20,235.0,0.0
97,57.81,233.0,0.0
98,58.42,231.0,0.0
99,58.98,230.0,0.0
100,59.58,229.0,0.0
101,60.19,227.0,0.0
102,60.77,226.0,0.0
103,61.38,224.0,0.0
104,61.95,223.0,0.0
105,62.53,222.0,0.0
106,63.13,221.0,0.0
107,63.70,220.0,0.0
108,64.28,219.0,0.0
109,64.88,218.0,0.0
110,65.45,217.0,0.0
111,66.03,216.0,0.0
112,66.63,215.0,0.0
113,67.20,214.0,0.0
114,67.78,213.0,0.0
115,68.34,213.0,0.0
116,68.94,212.0,0.0
117,69.52,211.0,0.0
118,70.09,210.0,0.0
119,70.69,209.0,0.0
120,71.23,209.0,0.0
121,71.83,208.0,0.0
122,72.39,208.0,0.0
123,72.97,207.0,0.0
124,73.53,207.0,0.0
125,74.13,206.0,0.0
126,74.67,205.0,0.0
127,75.22,205.0,0.0
128,75.81,204.0,0.0
129,76.38,204.0,0.0
130,76.94,204.0,0.0
131,77.53,203.0,0.0
132,78.09,203.0,0.0
133,78.66,203.0,0.0
134,79.22,203.0,0.0
135,79.81,202.0,0.0
136,80.38,202.0,0.0
137,80.94,202.0,0.0
138,81.53,201.0,0.0
139,82.09,201.0,0.0
140,82.66,201.0,0.0
141,83.22,201.0,0.0
142,83.78,201.0,0.0
143,84.34,201.0,0.0
144,84.91,201.0,0.0
145,85.47,201.0,0.0
146,86.02,201.0,0.0
147,89.39,201.0,0.0
148,89.95,201.0,0.0
149,90.52,201.0,0.0
150,91.08,201.0,0.0
151,91.64,201.0,0.0
152,92.17,202.0,0.0
153,92.77,201.0,0.0
154,93.30,202.0,0.0
155,93.86,202.0,0.0
156,94.39,203.0,0.0
157,94.95,203.0,0.0
158,95.52,203.0,0.0
159,96.05,204.0,0.0
160,98.20,205.0,0.0
161,98.77,205.0,0.0
162,99.30,206.0,0.0
163,99.86,206.0,0.0
164,100.39,207.0,0.0
165,100.94,207.0,0.0
166,101.47,208.0,0.0
167,102.00,209.0,0.0
168,102.56,209.0,0.0
169,103.09,210.0,0.0
170,103.66,210.0,0.0
171,104.20,211.0,0.0
172,104.72,212.0,0.0
173,105.28,212.0,0.0
174,105.81,213.0,0.0
175,106.34,214.0,0.0
176,106.89,215.0,0.0
177,107.45,215.0,0.0
178,107.97,216.0,0.0
179,108.50,217.0,0.0
180,109.05,218.0,0.0
181,109.58,219.0,0.0
182,110.11,220.0,0.0
183,110.66,221.0,0.0
184,112.25,224.0,0.0
185,112.78,225.0,0.0
186,113.33,226.0,0.0
187,113.83,228.0,0.0
188,114.38,229.0,0.0
189,114.89,230.0,0.0
190,115.44,231.0,0.0
191,115.95,233.0,0.0
192,116.50,234.0,0.0
193,117.03,235.0,0.0
194,117.55,237.0,0.0
195,118.09,238.0,0.0
196,118.63,240.0,0.0
197,119.16,241.0,0.0
198,119.67,243.0,0.0
199,120.22,244.0,0.0
200,120.73,246.0,0.0
201,121.25,248.0,0.0
202,121.80,249.0,0.0
203,122.31,251.0,0.0
204,122.84,253.0,0.0
205,123.36,255.0,0.0
206,123.89,257.0,0.0
207,124.42,259.0,0.0
208,124.94,261.0,0.0
209,125.47,263.0,0.0
210,126.00,265.0,0.0
211,126.52,267.0,0.0
212,127.03,270.0,0.0
213,127.56,272.0,0.0
214,128.08,275.0,0.0
215,128.59,278.0,0.0
216,129.13,280.0,0.0
217,129.64,283.0,0.0
218,130.16,286.0,0.0
219,130.69,288.0,0.0
220,131.20,291.0,0.0
221,131.72,294.0,0.0
222,132.23,297.0,0.0
223,132.77,300.0,0.0
224,133.27,304.0,0.0
225,133.80,307.0,0.0
226,134.30,311.0,0.0
227,134.83,314.0,0.0
228,135.34,318.0,0.0
229,135.84,322.0,0.0
230,136.36,326.0,0.0
231,136.88,330.0,0.0
232,137.39,335.0,0.0
233,137.91,339.0,0.0
234,138.42,344.0,0.0
235,138.92,349.0,0.0
236,139.47,354.0,0.0
237,139.97,359.0,0.0
238,140.47,365.0,0.0
239,140.98,371.0,100000.0
240,142.20,429.0,100000.0
241,142.72,435.0,0.0
242,143.23,441.0,0.0
243,143.77,447.0,0.0
244,144.28,454.0,0.0
245,144.80,460.0,0.0
246,145.31,467.0,0.0
247,145.83,474.0,0.0
248,146.36,482.0,0.0
249,146.86,489.0,0.0
250,147.39,497.0,0.0
251,147.91,504.0,0.0
252,148.42,513.0,0.0
253,148.94,522.0,0.0
254,149.47,530.0,0.0
255,149.98,539.0,0.0
256,150.50,547.0,0.0
257,151.03,557.0,0.0
258,151.55,567.0,0.0
259,152.06,577.0,0.0
260,152.58,587.0,0.0
261,153.11,595.0,0.0
262,153.63,613.0,0.0
263,154.13,626.0,0.0
264,154.64,640.0,0.0
265,155.69,663.0,0.0
266,156.22,675.0,0.0
267,156.70,701.0,0.0
268,157.20,727.0,0.0
269,157.77,725.0,0.0
270,158.28,744.0,0.0
271,158.80,765.0,0.0
272,159.31,786.0,0.0
273,159.80,807.0,0.0
274,160.28,835.0,100000.0
275,161.88,4542.0,100000.0
276,164.72,1402.0,0.0
277,165.28,1395.0,0.0
278,165.83,1393.0,0.0
279,166.41,1388.0,0.0
280,166.95,1410.0,0.0
281,167.50,1433.0,0.0
282,168.05,1430.0,0.0
283,168.58,1493.0,0.0
284,172.86,1921.0,0.0
285,173.42,1925.0,0.0
286,173.98,1917.0,0.0
287,174.53,1922.0,0.0
288,175.09,1920.0,0.0
289,175.66,1918.0,0.0
290,176.22,1920.0,0.0
291,176.77,1919.0,0.0
292,177.33,1908.0,0.0
293,177.89,1913.0,0.0
294,178.45,1918.0,0.0
295,179.00,1908.0,0.0
296,179.56,1914.0,0.0
297,180.13,1920.0,0.0
298,189.78,3675.0,0.0
299,190.33,3738.0,0.0
300,190.91,3607.0,0.0
301,191.45,3621.0,0.0
302,192.02,3634.0,0.0
303,192.56,3636.0,0.0
304,193.11,3689.0,0.0
305,195.08,1962.0,0.0
306,195.63,1964.0,0.0
307,196.19,1981.0,0.0
308,196.73,1990.0,0.0
309,197.28,1995.0,0.0
310,197.83,2001.0,0.0
311,198.39,2013.0,0.0
312,198.95,2021.0,0.0
313,199.50,2029.0,0.0
314,200.06,2035.0,0.0
315,200.61,2041.0,0.0
316,201.16,2054.0,0.0
317,201.70,2066.0,0.0
