index(591),angle,range,intensity
180,106.44,347.0,0.0
181,106.97,349.0,0.0
182,107.53,350.0,0.0
183,108.05,354.0,0.0
184,108.58,357.0,0.0
185,109.16,356.0,0.0
186,109.72,356.0,0.0
187,110.28,356.0,0.0
188,110.80,360.0,0.0
189,111.36,361.0,0.0
190,111.89,364.0,0.0
191,112.47,363.0,0.0
192,113.05,363.0,0.0
193,113.63,364.0,0.0
194,114.11,370.0,0.0
195,114.66,373.0,0.0
196,115.20,375.0,0.0
197,115.72,378.0,0.0
198,116.27,379.0,0.0
199,116.81,381.0,0.0
200,117.36,384.0,0.0
201,117.89,386.0,0.0
202,118.44,387.0,0.0
203,118.97,390.0,0.0
204,119.52,393.0,0.0
205,120.03,396.0,0.0
206,120.58,398.0,0.0
207,121.13,401.0,0.0
208,121.66,404.0,0.0
209,122.19,407.0,0.0
210,122.73,409.0,0.0
211,123.28,412.0,0.0
212,123.81,415.0,0.0
213,124.33,419.0,0.0
214,124.88,422.0,0.0
215,125.41,426.0,0.0
216,125.95,429.0,0.0
217,126.47,433.0,0.0
218,127.02,435.0,0.0
219,127.56,439.0,0.0
220,128.09,443.0,0.0
221,128.63,447.0,0.0
222,129.16,451.0,0.0
223,129.69,455.0,0.0
224,130.23,458.0,0.0
225,130.77,462.0,0.0
226,131.30,467.0,0.0
227,131.83,472.0,0.0
228,132.38,476.0,0.0
229,132.89,481.0,0.0
230,133.42,486.0,0.0
231,133.97,491.0,0.0
232,134.50,496.0,0.0
233,135.02,500.0,0.0
234,135.53,506.0,0.0
235,136.06,511.0,0.0
236,136.61,517.0,0.0
237,137.14,523.0,0.0
238,137.69,527.0,0.0
239,138.22,533.0,0.0
240,138.73,539.0,0.0
241,139.28,545.0,0.0
242,139.81,551.0,0.0
243,140.36,557.0,0.0
244,140.89,565.0,0.0
245,141.42,570.0,0.0
246,141.95,578.0,0.0
247,142.48,586.0,0.0
248,143.02,592.0,0.0
249,143.55,600.0,0.0
250,144.09,608.0,0.0
251,144.63,616.0,0.0
252,145.16,623.0,0.0
253,145.69,631.0,0.0
254,146.22,640.0,0.0
255,146.75,649.0,0.0
256,147.30,659.0,0.0
257,147.83,668.0,0.0
258,148.36,677.0,0.0
259,148.91,688.0,0.0
260,149.42,696.0,0.0
261,149.95,709.0,0.0
262,150.48,721.0,0.0
263,151.03,732.0,0.0
264,151.56,744.0,100000.0
265,153.34,1899.0,100000.0
266,153.91,1933.0,0.0
267,154.45,1973.0,0.0
268,155.00,2012.0,0.0
269,155.56,2055.0,100000.0
270,156.45,3319.0,100000.0
271,158.69,1336.0,100000.0
272,159.23,1330.0,0.0
273,159.80,1326.0,0.0
274,160.38,1322.0,0.0
275,160.94,1319.0,0.0
276,161.50,1316.0,0.0
277,162.06,1311.0,0.0
278,162.61,1310.0,0.0
279,163.17,1302.0,0.0
280,163.75,1293.0,0.0
281,164.31,1291.0,0.0
282,164.88,1289.0,0.0
283,165.42,1292.0,0.0
284,165.95,1331.0,0.0
285,166.48,1370.0,0.0
286,167.02,1438.0,0.0
287,167.53,1518.0,0.0
288,168.05,1592.0,0.0
289,168.59,1595.0,0.0
290,169.16,1599.0,0.0
291,169.72,1595.0,0.0
292,170.28,1593.0,0.0
293,170.84,1597.0,0.0
294,171.39,1592.0,0.0
295,171.97,1587.0,0.0
296,172.53,1586.0,0.0
297,173.09,1584.0,0.0
298,173.66,1580.0,0.0
299,174.22,1579.0,0.0
300,174.77,1579.0,0.0
301,175.33,1576.0,0.0
302,175.89,1575.0,0.0
303,176.45,1574.0,0.0
304,177.02,1572.0,0.0
305,177.58,1571.0,0.0
306,178.16,1569.0,0.0
307,178.70,1572.0,0.0
308,179.27,1569.0,0.0
309,179.83,1570.0,0.0
310,180.38,1570.0,0.0
311,180.94,1567.0,0.0
312,181.50,1567.0,0.0
313,182.03,1600.0,100000.0
314,183.23,4197.0,100000.0
315,183.83,3818.0,0.0
316,184.39,3752.0,0.0
317,184.95,3746.0,0.0
318,185.50,3740.0,0.0
319,186.06,3752.0,0.0
320,186.63,3763.0,0.0
321,187.17,3781.0,0.0
322,187.72,3853.0,0.0
323,188.28,3925.0,0.0
324,200.41,1741.0,0.0
325,200.97,1723.0,0.0
326,201.52,1735.0,0.0
327,202.06,1744.0,0.0
328,202.63,1753.0,0.0
329,203.19,1758.0,0.0
330,203.72,1769.0,0.0
331,204.28,1777.0,0.0
332,204.83,1787.0,0.0
333,205.39,1797.0,0.0
334,205.95,1801.0,0.0
335,206.48,1810.0,0.0
336,207.05,1822.0,0.0
337,207.61,1827.0,0.0
338,208.16,1833.0,0.0
339,208.72,1843.0,0.0
340,209.25,1859.0,0.0
341,212.06,1772.0,0.0
342,212.64,1746.0,0.0
343,213.22,1721.0,0.0
344,213.77,1695.0,0.0
345,214.33,1696.0,0.0
346,214.91,1659.0,0.0
347,215.47,1631.0,0.0
348,216.05,1609.0,0.0
349,216.61,1587.0,0.0
350,217.19,1556.0,0.0
351,217.75,1542.0,0.0
352,218.31,1521.0,0.0
353,218.88,1503.0,0.0
354,219.44,1485.0,0.0
355,220.02,1471.0,0.0
356,220.58,1454.0,0.0
357,221.14,1434.0,0.0
358,221.70,1420.0,0.0
359,222.28,1406.0,0.0
360,222.80,1392.0,0.0
361,223.34,1374.0,0.0
362,223.91,1360.0,0.0
363,224.47,1346.0,0.0
364,225.03,1333.0,0.0
365,225.61,1316.0,0.0
366,226.16,1306.0,0.0
367,226.73,1292.0,0.0
368,227.28,1281.0,0.0
369,227.86,1269.0,0.0
370,228.42,1258.0,0.0
371,228.98,1249.0,0.0
372,229.55,1238.0,0.0
373,230.11,1230.0,0.0
374,230.66,1222.0,0.0
375,231.23,1214.0,0.0
376,231.78,1204.0,0.0
377,232.36,1193.0,0.0
378,232.91,1192.0,0.0
379,233.47,1191.0,0.0
380,234.03,1171.0,0.0
381,234.61,1163.0,0.0
382,235.16,1155.0,0.0
383,235.72,1150.0,0.0
384,236.28,1144.0,0.0
385,236.84,1135.0,0.0
386,237.41,1129.0,0.0
387,237.97,1120.0,0.0
388,238.53,1115.0,0.0
389,239.09,1109.0,0.0
390,239.64,1102.0,0.0
391,240.22,1098.0,0.0
392,240.77,1093.0,0.0
393,241.33,1087.0,0.0
394,241.89,1080.0,0.0
395,242.45,1077.0,0.0
396,243.00,1071.0,0.0
397,243.58,1065.0,0.0
398,244.13,1061.0,0.0
399,244.69,1057.0,0.0
400,245.28,1053.0,0.0
401,245.83,1049.0,0.0
402,246.39,1045.0,0.0
403,246.95,1040.0,0.0
404,247.52,1036.0,0.0
405,248.06,1032.0,0.0
406,248.64,1028.0,0.0
407,249.20,1025.0,0.0
408,249.75,1023.0,0.0
409,250.31,1020.0,0.0
410,250.86,1016.0,0.0
411,251.44,1012.0,0.0
412,252.00,1012.0,0.0
413,252.52,1038.0,0.0
414,253.05,1064.0,0.0
415,253.67,1000.0,0.0
416,254.23,1000.0,0.0
417,254.80,998.0,0.0
418,255.34,996.0,0.0
419,255.91,993.0,0.0
420,256.45,991.0,0.0
421,257.03,990.0,0.0
422,257.58,987.0,0.0
423,258.14,985.0,0.0
424,258.70,983.0,0.0
425,259.25,983.0,0.0
426,259.81,981.0,0.0
427,260.36,980.0,0.0
428,260.92,978.0,0.0
429,261.50,977.0,0.0
430,262.05,975.0,0.0
431,262.61,974.0,0.0
432,263.16,973.0,0.0
433,263.72,972.0,0.0
434,264.28,972.0,0.0
435,264.83,970.0,0.0
436,265.39,969.0,0.0
437,265.94,969.0,0.0
438,266.50,969.0,0.0
439,267.06,969.0,0.0
440,267.64,969.0,0.0
441,268.19,968.0,0.0
442,268.75,969.0,0.0
443,269.30,969.0,0.0
444,269.86,969.0,0.0
445,270.42,969.0,0.0
446,270.97,970.0,0.0
447,271.53,972.0,0.0
448,272.09,972.0,0.0
449,272.64,973.0,0.0
450,273.20,972.0,0.0
451,273.77,975.0,0.0
452,274.31,976.0,0.0
453,274.88,976.0,0.0
454,275.42,977.0,0.0
455,275.97,980.0,0.0
456,276.53,980.0,0.0
457,277.08,983.0,0.0
458,277.64,984.0,0.0
459,278.20,986.0,0.0
460,278.75,989.0,0.0
461,279.31,990.0,0.0
462,279.86,993.0,0.0
463,280.41,995.0,0.0
464,280.97,998.0,0.0
465,281.53,1000.0,0.0
466,282.08,1002.0,0.0
467,282.63,1005.0,0.0
468,283.17,1009.0,0.0
469,283.73,1013.0,0.0
470,284.30,1015.0,0.0
471,284.83,1018.0,0.0
472,285.39,1022.0,0.0
473,285.95,1026.0,0.0
474,286.48,1029.0,0.0
475,287.05,1032.0,0.0
476,287.61,1037.0,0.0
477,288.16,1042.0,0.0
478,288.70,1046.0,0.0
479,289.27,1051.0,0.0
480,289.80,1055.0,0.0
481,290.33,1061.0,0.0
482,290.89,1065.0,0.0
483,291.45,1059.0,0.0
484,292.02,1053.0,0.0
485,292.61,1025.0,0.0
486,293.19,1003.0,0.0
487,293.77,979.0,0.0
488,294.38,945.0,0.0
489,294.98,911.0,0.0
490,295.69,821.0,0.0
491,296.28,807.0,0.0
492,296.86,792.0,0.0
493,297.45,779.0,0.0
494,298.03,766.0,0.0
495,298.61,754.0,0.0
496,299.20,743.0,0.0
497,299.78,731.0,0.0
498,300.36,720.0,0.0
499,300.95,710.0,0.0
500,301.53,700.0,0.0
501,302.11,690.0,0.0
502,302.70,679.0,0.0
503,303.28,669.0,0.0
504,303.88,658.0,0.0
505,304.45,650.0,0.0
506,305.05,639.0,0.0
507,305.63,630.0,0.0
508,306.22,622.0,0.0
509,306.80,614.0,0.0
510,307.38,605.0,0.0
511,307.97,597.0,0.0
512,308.55,592.0,0.0
513,309.13,585.0,0.0
514,309.70,578.0,0.0
515,310.30,570.0,0.0
516,310.88,562.0,0.0
517,311.47,555.0,0.0
518,312.06,549.0,0.0
519,312.64,542.0,0.0
520,313.19,535.0,0.0
521,313.77,529.0,0.0
522,314.36,522.0,0.0
523,314.94,517.0,0.0
524,315.52,511.0,0.0
525,316.11,506.0,0.0
526,316.69,500.0,0.0
527,317.27,495.0,0.0
528,317.84,490.0,0.0
529,318.44,485.0,0.0
530,319.02,480.0,0.0
531,319.59,476.0,0.0
532,320.17,472.0,0.0
533,320.77,468.0,0.0
534,321.33,463.0,0.0
535,321.92,460.0,0.0
536,322.48,455.0,0.0
537,323.08,452.0,0.0
538,323.66,449.0,0.0
539,324.22,446.0,100000.0
540,324.67,464.0,100000.0
541,325.20,467.0,0.0
542,325.78,465.0,0.0
543,328.59,458.0,0.0
544,329.17,455.0,0.0
545,329.75,452.0,0.0
546,330.33,448.0,0.0
547,330.91,446.0,0.0
548,331.47,444.0,0.0
549,332.05,441.0,0.0
550,332.61,439.0,0.0
551,333.19,437.0,0.0
552,333.75,435.0,0.0
553,334.31,433.0,0.0
554,334.89,431.0,0.0
555,335.47,429.0,0.0
556,336.06,427.0,0.0
557,336.63,425.0,0.0
558,337.19,424.0,0.0
559,337.77,422.0,0.0
560,338.33,420.0,0.0
561,338.89,419.0,0.0
562,339.47,417.0,0.0
563,340.03,416.0,0.0
564,340.59,415.0,0.0
565,341.17,414.0,0.0
566,341.64,412.0,0.0
567,342.16,411.0,0.0
568,342.72,410.0,0.0
569,343.28,408.0,0.0
570,343.86,407.0,0.0
571,344.42,406.0,0.0
572,344.98,406.0,0.0
573,345.56,405.0,100000.0
574,348.56,283.0,100000.0
575,349.08,286.0,0.0
576,349.58,290.0,0.0
577,350.06,295.0,0.0
578,350.59,297.0,0.0
579,351.13,300.0,100000.0
580,352.03,367.0,100000.0
581,352.55,372.0,0.0
582,353.08,376.0,0.0
583,353.61,380.0,0.0
584,354.16,382.0,0.0
585,354.67,385.0,0.0
586,355.23,386.0,0.0
587,355.78,388.0,0.0
588,356.31,390.0,0.0
589,356.88,391.0,0.0
590,357.42,392.0,0.0
