index(605),angle,range,intensity
0,0.09,414.0,0.0
1,0.66,414.0,0.0
2,1.20,415.0,0.0
3,1.75,415.0,0.0
4,2.31,415.0,0.0
5,2.88,416.0,0.0
6,3.44,416.0,0.0
7,3.98,417.0,0.0
8,4.52,417.0,0.0
9,5.06,418.0,0.0
10,5.63,418.0,0.0
11,6.16,419.0,0.0
12,6.72,420.0,0.0
13,7.28,420.0,0.0
14,7.81,421.0,0.0
15,8.38,422.0,0.0
16,8.94,423.0,0.0
17,9.48,423.0,0.0
18,10.03,424.0,0.0
19,10.59,425.0,0.0
20,11.13,427.0,0.0
21,11.69,426.0,0.0
22,12.23,427.0,0.0
23,12.78,429.0,0.0
24,13.34,430.0,0.0
25,13.89,430.0,0.0
26,14.44,432.0,0.0
27,14.98,433.0,0.0
28,15.52,435.0,0.0
29,16.08,436.0,0.0
30,16.64,437.0,0.0
31,17.17,439.0,0.0
32,17.72,440.0,0.0
33,18.28,441.0,0.0
34,18.83,442.0,0.0
35,19.38,444.0,0.0
36,19.91,446.0,0.0
37,20.45,448.0,0.0
38,21.02,449.0,0.0
39,21.55,451.0,0.0
40,22.11,452.0,0.0
41,22.64,455.0,0.0
42,23.19,456.0,0.0
43,23.73,458.0,0.0
44,24.30,460.0,0.0
45,24.83,462.0,0.0
46,25.38,464.0,0.0
47,25.92,466.0,0.0
48,26.48,469.0,0.0
49,27.02,472.0,0.0
50,27.56,474.0,0.0
51,28.11,476.0,0.0
52,28.66,479.0,0.0
53,29.19,481.0,0.0
54,29.73,484.0,0.0
55,30.27,486.0,0.0
56,30.83,488.0,0.0
57,31.34,492.0,0.0
58,31.89,495.0,0.0
59,32.42,498.0,0.0
60,32.97,501.0,0.0
61,33.50,504.0,0.0
62,34.05,508.0,0.0
63,34.58,511.0,0.0
64,35.13,514.0,0.0
65,35.67,516.0,0.0
66,36.20,521.0,0.0
67,36.73,524.0,0.0
68,37.28,528.0,0.0
69,37.81,532.0,0.0
70,38.36,535.0,0.0
71,38.89,540.0,0.0
72,39.44,544.0,0.0
73,39.97,548.0,0.0
74,40.52,553.0,0.0
75,41.05,557.0,0.0
76,41.59,561.0,0.0
77,42.13,565.0,0.0
78,42.66,570.0,0.0
79,43.19,575.0,0.0
80,43.73,580.0,0.0
81,44.27,584.0,0.0
82,44.81,589.0,0.0
83,45.34,594.0,0.0
84,45.88,600.0,0.0
85,46.39,613.0,0.0
86,47.02,592.0,0.0
87,47.58,592.0,0.0
88,48.17,588.0,0.0
89,48.73,584.0,0.0
90,49.28,590.0,0.0
91,49.80,598.0,0.0
92,50.33,605.0,0.0
93,50.86,613.0,0.0
94,51.39,621.0,0.0
95,51.92,631.0,0.0
96,52.45,637.0,0.0
97,52.98,647.0,0.0
98,53.50,656.0,0.0
99,54.03,665.0,0.0
100,54.55,677.0,0.0
101,55.09,686.0,0.0
102,55.63,697.0,0.0
103,56.14,708.0,0.0
104,56.69,719.0,0.0
105,57.20,730.0,0.0
106,57.73,741.0,0.0
107,58.25,754.0,0.0
108,58.80,764.0,0.0
109,59.34,775.0,0.0
110,59.86,789.0,0.0
111,60.39,801.0,0.0
112,60.91,819.0,0.0
113,61.45,833.0,0.0
114,61.97,847.0,0.0
115,62.50,862.0,0.0
116,62.98,911.0,0.0
117,66.00,965.0,0.0
118,66.52,988.0,0.0
119,67.05,1010.0,0.0
120,67.50,1097.0,0.0
121,68.03,1122.0,0.0
122,68.56,1147.0,0.0
123,69.09,1172.0,0.0
124,69.63,1197.0,0.0
125,70.16,1229.0,0.0
126,70.70,1259.0,0.0
127,71.22,1288.0,0.0
128,71.75,1344.0,0.0
129,72.25,1401.0,0.0
130,72.77,1472.0,0.0
131,74.92,1609.0,0.0
132,75.48,1605.0,0.0
133,76.03,1600.0,0.0
134,76.59,1598.0,0.0
135,77.14,1595.0,0.0
136,77.70,1591.0,0.0
137,78.27,1588.0,0.0
138,78.83,1583.0,0.0
139,79.39,1578.0,0.0
140,79.94,1577.0,0.0
141,80.50,1575.0,0.0
142,81.05,1575.0,0.0
143,81.61,1572.0,0.0
144,82.16,1569.0,0.0
145,82.72,1569.0,0.0
146,83.28,1569.0,0.0
147,83.83,1570.0,0.0
148,84.39,1568.0,0.0
149,84.94,1569.0,0.0
150,85.50,1568.0,0.0
151,86.05,1567.0,0.0
152,86.61,1569.0,0.0
153,87.17,1568.0,0.0
154,87.70,1568.0,0.0
155,88.25,1568.0,0.0
156,88.81,1568.0,0.0
157,89.38,1571.0,0.0
158,89.94,1572.0,0.0
159,90.50,1574.0,0.0
160,91.06,1577.0,0.0
161,91.61,1580.0,0.0
162,92.17,1583.0,0.0
163,92.73,1585.0,0.0
164,93.28,1604.0,0.0
165,93.84,1599.0,0.0
166,94.41,1594.0,0.0
167,94.97,1595.0,0.0
168,95.52,1597.0,0.0
169,96.08,1601.0,0.0
170,96.64,1603.0,0.0
171,97.20,1605.0,0.0
172,97.77,1606.0,0.0
