index(604),angle,range,intensity
0,0.38,375.0,0.0
1,0.97,369.0,0.0
2,1.64,358.0,0.0
3,2.28,349.0,0.0
4,2.92,342.0,0.0
5,3.56,335.0,0.0
6,4.22,327.0,0.0
7,4.83,322.0,0.0
8,5.52,314.0,0.0
9,6.16,307.0,0.0
10,8.08,290.0,0.0
11,8.69,287.0,0.0
12,9.28,285.0,0.0
13,9.88,283.0,0.0
14,10.47,281.0,0.0
15,11.05,280.0,0.0
16,11.63,279.0,0.0
17,12.19,279.0,0.0
18,12.75,279.0,0.0
19,13.31,279.0,0.0
20,13.86,279.0,0.0
21,14.42,279.0,0.0
22,14.97,280.0,0.0
23,15.52,281.0,0.0
24,16.06,282.0,0.0
25,16.61,283.0,0.0
26,17.14,285.0,0.0
27,17.69,286.0,0.0
28,18.22,288.0,0.0
29,18.73,291.0,0.0
30,19.27,293.0,0.0
31,19.80,295.0,0.0
32,20.31,298.0,0.0
33,20.83,301.0,0.0
34,21.34,304.0,0.0
35,21.84,309.0,0.0
36,22.36,312.0,0.0
37,22.86,318.0,0.0
38,23.31,327.0,0.0
39,23.77,336.0,100000.0
40,24.16,352.0,100000.0
41,24.63,362.0,0.0
42,25.13,369.0,0.0
43,25.66,373.0,0.0
44,26.17,377.0,0.0
45,26.72,380.0,0.0
46,27.20,383.0,0.0
47,27.75,384.0,0.0
48,28.28,386.0,0.0
49,28.83,388.0,0.0
50,29.38,388.0,0.0
51,29.91,390.0,0.0
52,30.45,390.0,0.0
53,31.02,390.0,0.0
54,31.56,391.0,0.0
55,32.13,391.0,0.0
56,32.66,392.0,0.0
57,33.22,392.0,0.0
58,33.77,393.0,0.0
59,34.33,393.0,0.0
60,34.86,394.0,0.0
61,35.42,394.0,0.0
62,35.97,395.0,0.0
63,36.52,397.0,0.0
64,37.05,398.0,0.0
65,37.59,400.0,0.0
66,38.13,402.0,0.0
67,38.66,406.0,0.0
68,39.14,415.0,0.0
69,39.64,424.0,100000.0
70,40.77,520.0,100000.0
71,41.36,511.0,0.0
72,41.95,502.0,0.0
73,42.55,496.0,0.0
74,43.13,490.0,0.0
75,43.70,488.0,0.0
76,44.28,482.0,0.0
77,44.88,476.0,0.0
78,45.44,472.0,0.0
79,46.03,467.0,0.0
80,46.59,464.0,0.0
81,47.19,460.0,0.0
82,47.75,455.0,0.0
83,48.34,451.0,0.0
84,48.94,448.0,0.0
85,49.50,447.0,0.0
86,50.08,444.0,0.0
87,50.66,440.0,0.0
88,51.23,437.0,0.0
89,51.80,435.0,0.0
90,52.39,432.0,0.0
91,52.95,429.0,0.0
92,53.53,427.0,0.0
93,54.13,422.0,0.0
94,54.69,420.0,0.0
95,55.27,418.0,0.0
96,55.86,414.0,0.0
97,56.42,411.0,0.0
98,57.00,408.0,0.0
99,57.58,407.0,0.0
100,58.14,404.0,0.0
101,58.73,401.0,0.0
102,59.31,399.0,0.0
103,59.88,397.0,0.0
104,60.45,394.0,0.0
105,61.03,392.0,0.0
106,61.59,390.0,0.0
107,62.19,388.0,0.0
108,62.77,386.0,0.0
109,63.33,384.0,0.0
110,63.91,382.0,0.0
111,64.48,380.0,0.0
112,65.05,377.0,0.0
113,65.64,375.0,0.0
114,66.22,373.0,0.0
115,66.78,371.0,0.0
116,67.36,369.0,0.0
117,67.94,368.0,0.0
118,68.48,367.0,0.0
119,69.06,365.0,0.0
120,69.66,363.0,0.0
121,70.22,361.0,0.0
122,70.80,359.0,0.0
123,71.38,357.0,0.0
124,71.95,357.0,0.0
125,72.52,356.0,0.0
126,73.09,354.0,0.0
127,73.67,352.0,0.0
128,74.23,351.0,0.0
129,74.80,351.0,0.0
130,75.38,350.0,0.0
131,75.94,348.0,0.0
132,76.52,347.0,0.0
133,77.08,346.0,0.0
134,77.63,346.0,0.0
135,78.22,344.0,0.0
136,78.78,343.0,0.0
137,79.34,343.0,0.0
138,79.91,342.0,0.0
139,80.48,341.0,0.0
140,81.05,340.0,0.0
141,81.59,340.0,0.0
142,82.17,339.0,0.0
143,82.73,339.0,0.0
144,83.28,339.0,0.0
145,83.86,338.0,0.0
146,84.42,338.0,0.0
147,84.97,338.0,0.0
148,85.55,336.0,0.0
149,86.09,337.0,0.0
150,86.66,337.0,0.0
151,87.22,336.0,0.0
152,87.78,336.0,0.0
153,88.36,335.0,0.0
