index(599),angle,range,intensity
0,0.52,382.0,0.0
1,1.14,374.0,0.0
2,1.77,366.0,0.0
3,2.42,356.0,0.0
4,3.05,349.0,0.0
5,3.67,342.0,0.0
6,4.33,334.0,0.0
7,4.97,327.0,0.0
8,5.63,320.0,0.0
9,6.28,311.0,0.0
10,6.92,305.0,0.0
11,8.78,291.0,0.0
12,9.41,287.0,0.0
13,9.95,287.0,0.0
14,10.56,284.0,0.0
15,11.14,282.0,0.0
16,11.72,281.0,0.0
17,12.27,281.0,0.0
18,12.84,280.0,0.0
19,13.41,280.0,0.0
20,13.95,280.0,0.0
21,14.52,280.0,0.0
22,15.06,280.0,0.0
23,15.63,280.0,0.0
24,16.16,281.0,0.0
25,16.70,282.0,0.0
26,17.23,283.0,0.0
27,17.78,284.0,0.0
28,18.31,285.0,0.0
29,18.86,286.0,0.0
30,19.38,288.0,0.0
31,19.92,289.0,0.0
32,20.45,291.0,0.0
33,20.94,295.0,0.0
34,21.47,297.0,0.0
35,22.00,298.0,0.0
36,22.50,303.0,0.0
37,23.00,306.0,0.0
38,23.52,310.0,0.0
39,23.98,316.0,0.0
40,24.47,322.0,100000.0
41,24.86,336.0,100000.0
42,25.28,349.0,100000.0
43,25.75,357.0,0.0
44,26.27,362.0,0.0
45,26.78,367.0,0.0
46,27.33,370.0,0.0
47,27.86,373.0,0.0
48,28.41,375.0,0.0
49,28.92,377.0,0.0
50,29.47,379.0,0.0
51,30.00,382.0,0.0
52,30.56,382.0,0.0
53,31.11,383.0,0.0
54,31.66,384.0,0.0
55,32.20,385.0,0.0
56,32.75,386.0,0.0
57,33.31,386.0,0.0
58,33.86,387.0,0.0
59,34.41,388.0,0.0
60,34.97,388.0,0.0
61,35.48,390.0,0.0
62,36.05,391.0,0.0
63,36.59,393.0,0.0
64,37.13,394.0,0.0
65,37.67,396.0,0.0
66,38.20,399.0,0.0
67,38.75,401.0,0.0
68,39.27,405.0,0.0
69,39.77,413.0,0.0
70,40.27,421.0,100000.0
71,41.42,508.0,100000.0
72,42.02,502.0,0.0
73,42.61,496.0,0.0
74,43.19,490.0,0.0
75,43.77,487.0,0.0
76,44.33,485.0,0.0
77,44.92,478.0,0.0
78,45.52,472.0,0.0
79,46.09,467.0,0.0
80,46.67,465.0,0.0
81,47.23,462.0,0.0
82,47.83,457.0,0.0
83,48.42,452.0,0.0
84,48.94,448.0,0.0
85,49.50,447.0,0.0
86,50.05,447.0,0.0
87,50.64,442.0,0.0
88,51.22,437.0,0.0
89,51.78,435.0,0.0
90,52.36,432.0,0.0
91,52.94,428.0,0.0
92,53.52,424.0,0.0
93,54.08,421.0,0.0
94,54.66,420.0,0.0
95,55.22,417.0,0.0
96,55.81,414.0,0.0
97,56.38,411.0,0.0
98,56.95,408.0,0.0
99,57.52,407.0,0.0
100,58.09,403.0,0.0
101,58.67,401.0,0.0
102,59.23,399.0,0.0
103,59.81,397.0,0.0
104,60.38,394.0,0.0
105,60.95,392.0,0.0
106,61.52,390.0,0.0
107,62.11,388.0,0.0
108,62.67,386.0,0.0
109,63.23,384.0,0.0
110,63.81,382.0,0.0
111,64.38,380.0,0.0
112,64.95,377.0,0.0
113,65.53,375.0,0.0
114,66.11,373.0,0.0
115,66.67,371.0,0.0
116,67.23,369.0,0.0
117,67.81,368.0,0.0
118,68.38,366.0,0.0
119,68.94,365.0,0.0
120,69.52,363.0,0.0
121,70.09,361.0,0.0
122,70.66,359.0,0.0
123,71.23,357.0,0.0
124,71.80,357.0,0.0
125,72.36,356.0,0.0
126,72.94,354.0,0.0
127,73.52,353.0,0.0
128,74.08,351.0,0.0
129,74.66,350.0,0.0
130,75.22,350.0,0.0
131,75.80,347.0,0.0
132,76.36,347.0,0.0
133,76.92,346.0,0.0
134,77.48,345.0,0.0
135,78.06,344.0,0.0
136,78.63,343.0,0.0
137,79.17,343.0,0.0
138,79.75,342.0,0.0
139,80.33,341.0,0.0
140,80.88,341.0,0.0
141,81.44,340.0,0.0
142,82.00,340.0,0.0
143,82.56,339.0,0.0
144,83.11,340.0,0.0
145,84.31,332.0,0.0
146,84.86,334.0,0.0
147,85.38,337.0,0.0
148,85.92,337.0,0.0
149,86.50,336.0,0.0
150,87.08,335.0,0.0
151,87.63,335.0,0.0
152,88.19,335.0,0.0
153,88.73,336.0,0.0
154,89.30,335.0,0.0
155,89.88,334.0,0.0
156,90.44,334.0,0.0
157,90.97,335.0,0.0
158,91.53,335.0,0.0
159,92.09,335.0,0.0
160,92.64,335.0,0.0
161,93.20,335.0,0.0
162,93.77,335.0,0.0
163,94.36,335.0,0.0
164,94.91,335.0,0.0
165,95.45,336.0,0.0
166,96.02,336.0,0.0
167,96.58,336.0,0.0
168,97.13,336.0,0.0
169,97.69,336.0,0.0
170,98.23,337.0,0.0
171,98.80,337.0,0.0
172,99.34,338.0,0.0
173,99.89,339.0,0.0
174,100.45,339.0,0.0
175,101.02,339.0,0.0
176,101.56,340.0,0.0
177,102.11,341.0,0.0
178,102.67,341.0,0.0
179,103.22,342.0,0.0
180,103.77,343.0,0.0
181,104.31,343.0,0.0
182,104.88,343.0,0.0
183,105.42,345.0,0.0
184,105.98,345.0,0.0
185,106.52,347.0,0.0
186,107.05,349.0,0.0
187,107.59,351.0,0.0
188,108.13,354.0,0.0
189,108.66,357.0,0.0
190,109.20,357.0,0.0
191,111.39,362.0,0.0
192,111.94,364.0,0.0
193,112.48,366.0,0.0
194,113.03,367.0,0.0
195,113.55,370.0,0.0
196,114.11,371.0,0.0
197,114.66,373.0,0.0
198,115.19,376.0,0.0
199,115.72,379.0,0.0
200,116.30,380.0,0.0
201,116.83,382.0,0.0
202,117.36,385.0,0.0
203,117.91,387.0,0.0
204,118.44,389.0,0.0
205,118.98,391.0,0.0
206,119.52,394.0,0.0
207,120.06,396.0,0.0
