scenario_id,scan_id,t,pose_x,pose_y,pose_yaw,goal_x,goal_y,theta_deg,r_m,hit_x,hit_y,valid,noise_free_r_m,final_goal_x,final_goal_y
2,0,0.0,5.0,0.30000000000000004,1.5083775167989388,5.1000000000000005,1.9000000000000001,266.4236755371094,5.661178112030029,4.643750190734863,-5.400000095367432,1,5.711122035980225,0.2,2.3000000000000003
2,0,0.0,5.0,0.30000000000000004,1.5083775167989388,5.1000000000000005,1.9000000000000001,266.9236755371094,5.658282279968262,4.693660259246826,-5.400000095367432,1,5.708226203918457,0.2,2.3000000000000003
2,0,0.0,5.0,0.30000000000000004,1.5083775167989388,5.1000000000000005,1.9000000000000001,267.4236755371094,5.655823230743408,4.743523597717285,-5.400000095367432,1,5.7057671546936035,0.2,2.3000000000000003
2,0,0.0,5.0,0.30000000000000004,1.5083775167989388,5.1000000000000005,1.9000000000000001,267.9236755371094,0.0,,,0,5.703744888305664,0.2,2.3000000000000003
2,0,0.0,5.0,0.30000000000000004,1.5083775167989388,5.1000000000000005,1.9000000000000001,268.4236755371094,5.652214050292969,4.843140602111816,-5.400000095367432,1,5.702157974243164,0.2,2.3000000000000003
2,0,0.0,5.0,0.30000000000000004,1.5083775167989388,5.1000000000000005,1.9000000000000001,268.9236755371094,5.65106201171875,4.892909526824951,-5.400000095367432,1,5.701005935668945,0.2,2.3000000000000003
2,0,0.0,5.0,0.30000000000000004,1.5083775167989388,5.1000000000000005,1.9000000000000001,269.4236755371094,5.650344371795654,4.942662239074707,-5.400000095367432,1,5.70028829574585,0.2,2.3000000000000003
2,0,0.0,5.0,0.30000000000000004,1.5083775167989388,5.1000000000000005,1.9000000000000001,269.9236755371094,5.650061130523682,4.992405891418457,-5.400000095367432,1,5.700005054473877,0.2,2.3000000000000003
2,0,0.0,5.0,0.30000000000000004,1.5083775167989388,5.1000000000000005,1.9000000000000001,270.4236755371094,0.0,,,0,5.700155735015869,0.2,2.3000000000000003
2,0,0.0,5.0,0.30000000000000004,1.5083775167989388,5.1000000000000005,1.9000000000000001,270.9236755371094,5.650796890258789,5.091897487640381,-5.400000095367432,1,5.700740814208984,0.2,2.3000000000000003
2,0,0.0,5.0,0.30000000000000004,1.5083775167989388,5.1000000000000005,1.9000000000000001,271.4236755371094,5.651816368103027,5.141660690307617,-5.400000095367432,1,5.701760292053223,0.2,2.3000000000000003
2,0,0.0,5.0,0.30000000000000004,1.5083775167989388,5.1000000000000005,1.9000000000000001,271.9236755371094,5.653270244598389,5.191445350646973,-5.400000095367432,1,5.703214168548584,0.2,2.3000000000000003
2,0,0.0,5.0,0.30000000000000004,1.5083775167989388,5.1000000000000005,1.9000000000000001,272.4236755371094,0.0,,,0,4.210119247436523,0.2,2.3000000000000003
2,0,0.0,5.0,0.30000000000000004,1.5083775167989388,5.1000000000000005,1.9000000000000001,272.9236755371094,3.145822525024414,5.163001537322998,-2.8916068077087402,1,3.1957664489746094,0.2,2.3000000000000003
2,0,0.0,5.0,0.30000000000000004,1.5083775167989388,5.1000000000000005,1.9000000000000001,273.4236755371094,3.147369384765625,5.190939426422119,-2.8916068077087402,1,3.1973133087158203,0.2,2.3000000000000003
2,0,0.0,5.0,0.30000000000000004,1.5083775167989388,5.1000000000000005,1.9000000000000001,273.9236755371094,3.1491613388061523,5.218906402587891,-2.8916068077087402,1,3.1991052627563477,0.2,2.3000000000000003
2,0,0.0,5.0,0.30000000000000004,1.5083775167989388,5.1000000000000005,1.9000000000000001,274.4236755371094,3.1511991024017334,5.246906757354736,-2.8916068077087402,1,3.2011430263519287,0.2,2.3000000000000003
2,0,0.0,5.0,0.30000000000000004,1.5083775167989388,5.1000000000000005,1.9000000000000001,274.9236755371094,3.1534836292266846,5.274945259094238,-2.8916068077087402,1,3.20342755317688,0.2,2.3000000000000003
2,0,0.0,5.0,0.30000000000000004,1.5083775167989388,5.1000000000000005,1.9000000000000001,275.4236755371094,3.1560158729553223,5.303025722503662,-2.8916068077087402,1,3.2059597969055176,0.2,2.3000000000000003
