scenario_id,scan_id,t,pose_x,pose_y,pose_yaw,goal_x,goal_y,theta_deg,r_m,hit_x,hit_y,valid,noise_free_r_m,final_goal_x,final_goal_y
5,0,0.0,1.0,11.8,0.10673567264913565,15.0,13.3,186.11550903320312,12.0,,,0,12.0,10.9,29.6
5,0,0.0,1.0,11.8,0.10673567264913565,15.0,13.3,186.61550903320312,12.0,,,0,12.0,10.9,29.6
5,0,0.0,1.0,11.8,0.10673567264913565,15.0,13.3,187.11550903320312,12.0,,,0,12.0,10.9,29.6
5,0,0.0,1.0,11.8,0.10673567264913565,15.0,13.3,187.61550903320312,12.0,,,0,12.0,10.9,29.6
5,0,0.0,1.0,11.8,0.10673567264913565,15.0,13.3,188.11550903320312,12.0,,,0,12.0,10.9,29.6
5,0,0.0,1.0,11.8,0.10673567264913565,15.0,13.3,188.61550903320312,12.0,,,0,12.0,10.9,29.6
5,0,0.0,1.0,11.8,0.10673567264913565,15.0,13.3,189.11550903320312,12.0,,,0,12.0,10.9,29.6
5,0,0.0,1.0,11.8,0.10673567264913565,15.0,13.3,189.61550903320312,12.0,,,0,12.0,10.9,29.6
5,0,0.0,1.0,11.8,0.10673567264913565,15.0,13.3,190.11550903320312,12.0,,,0,12.0,10.9,29.6
5,0,0.0,1.0,11.8,0.10673567264913565,15.0,13.3,190.61550903320312,12.0,,,0,12.0,10.9,29.6
5,0,0.0,1.0,11.8,0.10673567264913565,15.0,13.3,191.11550903320312,12.0,,,0,12.0,10.9,29.6
5,0,0.0,1.0,11.8,0.10673567264913565,15.0,13.3,191.61550903320312,12.0,,,0,12.0,10.9,29.6
5,0,0.0,1.0,11.8,0.10673567264913565,15.0,13.3,192.11550903320312,12.0,,,0,12.0,10.9,29.6
5,0,0.0,1.0,11.8,0.10673567264913565,15.0,13.3,192.61550903320312,12.0,,,0,12.0,10.9,29.6
5,0,0.0,1.0,11.8,0.10673567264913565,15.0,13.3,193.11550903320312,12.0,,,0,12.0,10.9,29.6
5,0,0.0,1.0,11.8,0.10673567264913565,15.0,13.3,193.61550903320312,12.0,,,0,12.0,10.9,29.6
5,0,0.0,1.0,11.8,0.10673567264913565,15.0,13.3,194.11550903320312,0.0,,,0,12.0,10.9,29.6
5,0,0.0,1.0,11.8,0.10673567264913565,15.0,13.3,194.61550903320312,0.0,,,0,12.0,10.9,29.6
5,0,0.0,1.0,11.8,0.10673567264913565,15.0,13.3,195.11550903320312,12.0,,,0,12.0,10.9,29.6
5,0,0.0,1.0,11.8,0.10673567264913565,15.0,13.3,195.61550903320312,12.0,,,0,12.0,10.9,29.6
5,0,0.0,1.0,11.8,0.10673567264913565,15.0,13.3,196.11550903320312,12.0,,,0,12.0,10.9,29.6
5,0,0.0,1.0,11.8,0.10673567264913565,15.0,13.3,196.61550903320312,12.0,,,0,12.0,10.9,29.6
5,0,0.0,1.0,11.8,0.10673567264913565,15.0,13.3,197.11550903320312,12.0,,,0,12.0,10.9,29.6
5,0,0.0,1.0,11.8,0.10673567264913565,15.0,13.3,197.61550903320312,12.0,,,0,12.0,10.9,29.6
5,0,0.0,1.0,11.8,0.10673567264913565,15.0,13.3,198.11550903320312,12.0,,,0,12.0,10.9,29.6
5,0,0.0,1.0,11.8,0.10673567264913565,15.0,13.3,198.61550903320312,12.0,,,0,12.0,10.9,29.6
5,0,0.0,1.0,11.8,0.10673567264913565,15.0,13.3,199.11550903320312,12.0,,,0,12.0,10.9,29.6
5,0,0.0,1.0,11.8,0.10673567264913565,15.0,13.3,199.61550903320312,12.0,,,0,12.0,10.9,29.6
5,0,0.0,1.0,11.8,0.10673567264913565,15.0,13.3,200.11550903320312,12.0,,,0,12.0,10.9,29.6
5,0,0.0,1.0,11.8,0.10673567264913565,15.0,13.3,200.61550903320312,12.0,,,0,12.0,10.9,29.6
5,0,0.0,1.0,11.8,0.10673567264913565,15.0,13.3,201.11550903320312,12.0,,,0,12.0,10.9,29.6
5,0,0.0,1.0,11.8,0.10673567264913565,15.0,13.3,201.61550903320312,12.0,,,0,12.0,10.9,29.6
5,0,0.0,1.0,11.8,0.10673567264913565,15.0,13.3,202.11550903320312,12.0,,,0,12.0,10.9,29.6
5,0,0.0,1.0,11.8,0.10673567264913565,15.0,13.3,202.61550903320312,12.0,,,0,12.0,10.9,29.6
5,0,0.0,1.0,11.8,0.10673567264913565,15.0,13.3,203.11550903320312,12.0,,,0,12.0,10.9,29.6
5,0,0.0,1.0,11.8,0.10673567264913565,15.0,13.3,203.61550903320312,12.0,,,0,12.0,10.9,29.6
5,0,0.0,1.0,11.8,0.10673567264913565,15.0,13.3,204.11550903320312,12.0,,,0,12.0,10.9,29.6
5,0,0.0,1.0,11.8,0.10673567264913565,15.0,13.3,204.61550903320312,0.0,,,0,11.968173027038574,10.9,29.6
5,0,0.0,1.0,11.8,0.10673567264913565,15.0,13.3,205.11550903320312,0.0,,,0,11.744916915893555,10.9,29.6
